% Author: Mohamed Idries
% Date and Time: 25 July 2016 15:23
% Comment:
% In this trial I installed a single sonar (maxSonar EZ 1) 3m from each wall. 
% *----------------------
% |         
% |           ^
% |	      3m
% |         
% |   
% |  < 3m     X
% |
% 
% Assuming 0 degrees is pointing up and 90 degrees is pointing to the left.
% I obtained the data by slowly moving it around the fixed point from 0 degrees to 90 degrees.
% Format: Milliseconds, Sonar, AccX, AccY, AccZ, GyrX, GyrY, GyrZ
6770,642,-2260,608,15424,-321,69,1051
6774,642,-2144,592,15408,-321,51,994
6777,645,-2108,456,15348,-308,104,985
6781,642,-2072,512,15336,-352,146,978
6786,642,-2160,512,15396,-305,195,948
6789,642,-2088,568,15292,-313,252,907
6793,642,-2272,676,15524,-307,239,893
6796,642,-2256,580,15356,-315,199,916
6800,642,-2364,672,15316,-320,217,845
6803,645,-1732,692,15076,-272,245,935
6807,642,-1576,180,15012,-277,239,963
6810,645,-2204,696,15504,-374,232,880
6814,642,-2360,600,15204,-317,319,857
6818,640,-2316,412,15360,-303,277,857
6821,640,-2284,528,15328,-301,213,907
6825,642,-2200,584,15356,-321,184,972
6829,642,-1948,616,15440,-314,229,1010
6833,642,-1992,608,15300,-304,306,1005
6836,642,-2172,568,15280,-311,286,1030
6840,642,-2296,500,15364,-274,296,1022
6844,642,-2288,484,15248,-300,307,965
6847,642,-2444,544,15308,-292,305,891
6851,642,-2364,600,15392,-281,301,885
6854,642,-2416,532,15348,-293,233,838
6858,642,-2424,652,15448,-271,185,832
6862,645,-2176,528,15308,-292,187,804
6865,642,-2240,576,15320,-284,213,804
6870,645,-2136,584,15272,-284,275,791
6873,647,-2188,580,15496,-295,303,811
6877,645,-2288,728,15320,-279,264,782
6880,645,-2132,504,15560,-272,320,757
6884,645,-2100,440,15344,-277,298,782
6887,645,-2116,672,15316,-278,366,754
6891,645,-2288,500,15544,-273,398,751
6895,645,-2464,608,15320,-288,326,694
6898,624,-2384,496,15104,-261,310,674
6902,599,-2316,532,15236,-253,234,690
6905,581,-2400,588,15360,-270,211,698
6909,561,-2356,716,15332,-248,196,671
6913,543,-2324,560,15300,-267,157,597
6917,523,-2340,520,15380,-245,139,633
6920,513,-2356,444,15464,-238,108,614
6924,513,-2224,636,15332,-249,161,582
6928,515,-2172,592,15424,-254,159,586
6931,515,-2152,584,15356,-261,190,571
6935,515,-2292,552,15152,-253,172,546
6938,515,-2184,528,15272,-247,167,537
6942,515,-2180,616,15440,-239,193,560
6945,510,-2076,648,15444,-256,185,595
6949,495,-2104,740,15392,-266,186,601
6953,477,-2116,700,15528,-255,264,596
6957,462,-2076,608,15280,-289,293,605
6961,447,-2232,544,15336,-252,284,606
6964,434,-2196,484,15392,-247,324,602
6968,421,-2432,648,15276,-269,272,593
6971,419,-2264,624,15396,-265,214,623
6975,419,-2196,648,15384,-291,228,634
6978,419,-2212,596,15140,-282,210,606
6982,419,-2240,540,15424,-296,196,617
6986,419,-2188,532,15344,-281,208,624
6989,419,-2116,508,15332,-279,239,662
6993,419,-2080,524,15340,-298,281,650
6996,419,-2208,620,15332,-291,268,687
7001,421,-2316,704,15528,-291,274,690
7004,421,-2100,616,15332,-275,299,672
7008,421,-2224,620,15360,-310,305,639
7012,421,-2328,600,15300,-264,303,635
7015,508,-2252,616,15388,-276,299,626
7019,635,-2296,712,15328,-276,273,631
7022,632,-2184,584,15288,-288,274,653
7026,635,-2100,616,15312,-286,294,643
7029,629,-2120,692,15300,-280,357,629
7033,632,-2276,524,15332,-273,349,620
7036,632,-2300,536,15416,-289,307,616
7041,632,-2244,600,15424,-295,307,612
7045,635,-1980,604,15380,-281,321,651
7048,632,-1952,684,15392,-280,347,657
7052,632,-2124,572,15324,-295,415,682
7055,632,-2252,572,15304,-269,442,659
7059,632,-2364,596,15328,-275,439,666
7062,632,-2444,628,15236,-287,448,605
7066,645,-2344,664,15232,-292,407,605
7069,645,-2476,464,15392,-260,341,572
7073,642,-2308,596,15300,-291,295,531
7077,642,-2436,648,15356,-249,302,486
7080,642,-2436,560,15260,-253,252,449
7085,642,-2388,500,15468,-244,178,440
7088,642,-2432,644,15244,-242,195,413
7092,642,-2340,640,15356,-243,163,399
7095,640,-2388,464,15320,-233,165,405
7099,642,-2324,500,15372,-247,147,382
7102,642,-2332,580,15332,-229,68,380
7106,642,-2444,684,15208,-225,56,425
7110,642,-2236,604,15352,-225,17,419
7113,642,-2120,536,15460,-246,-10,455
7117,645,-2160,600,15208,-239,-15,491
7120,645,-2116,616,15304,-260,11,515
7124,647,-2008,648,15312,-264,17,563
7128,647,-1896,536,15372,-265,5,629
7132,645,-1912,580,15376,-263,66,656
7135,645,-1976,628,15400,-267,94,716
7139,645,-1960,720,15420,-292,66,752
7142,645,-2048,628,15460,-286,95,765
7146,645,-2200,664,15440,-315,128,819
7149,645,-2052,636,15316,-302,136,826
7153,645,-2184,604,15324,-309,160,841
7156,645,-2232,624,15352,-297,106,851
7160,645,-2088,576,15304,-312,141,859
7163,642,-2292,548,15380,-306,121,873
7168,647,-2036,524,15328,-307,79,887
7171,647,-2004,480,15404,-302,119,894
7175,645,-1952,668,15352,-298,198,901
7179,645,-2052,548,15260,-301,299,866
7182,645,-2108,528,15428,-297,301,868
7186,645,-2244,484,15320,-294,356,877
7189,645,-2148,572,15236,-280,395,858
7193,645,-2156,632,15528,-266,489,770
7196,645,-2196,548,15324,-255,532,757
7200,645,-2436,596,15256,-241,511,727
7203,645,-2428,652,15248,-244,516,681
7207,645,-2424,780,15324,-272,495,654
7212,647,-2608,680,15444,-243,502,547
7215,645,-2568,604,15272,-242,479,477
7219,645,-2596,588,15212,-243,360,458
7222,645,-2516,464,15304,-242,265,454
7226,645,-2416,600,15328,-221,202,445
7229,645,-2368,684,15280,-240,218,397
7233,645,-2372,716,15220,-255,171,413
7237,645,-2420,564,15212,-231,140,393
7240,645,-2320,672,15424,-242,101,438
7244,645,-2232,680,15460,-218,48,498
7247,645,-2096,556,15324,-239,38,524
7251,645,-2192,728,15504,-218,17,567
7255,645,-2048,592,15352,-235,3,613
7259,645,-2068,656,15404,-260,35,698
7262,645,-2076,660,15340,-249,34,756
7266,645,-2012,560,15420,-240,8,779
7269,645,-2176,704,15344,-286,35,830
7273,645,-2208,600,15344,-294,4,863
7276,645,-2136,544,15228,-282,6,895
7280,645,-2040,616,15388,-266,22,954
7283,645,-1952,548,15360,-279,60,1006
7287,645,-2072,492,15536,-304,62,1048
7290,645,-2168,584,15492,-304,117,1073
7294,645,-2076,704,15148,-311,78,1132
7298,645,-2128,596,15248,-319,44,1185
7302,645,-2048,616,15388,-298,13,1237
7305,645,-1940,620,15404,-312,37,1322
7309,645,-1828,600,15456,-308,48,1378
7313,640,-1904,616,15436,-340,59,1468
7316,640,-2152,684,15288,-365,44,1565
7320,640,-2020,616,15280,-342,18,1550
7323,642,-2024,648,15296,-341,-8,1581
7327,642,-2024,704,15288,-347,-34,1682
7330,640,-1852,740,15416,-354,-20,1707
7334,642,-2116,676,15412,-373,44,1678
7337,642,-2164,648,15236,-358,59,1686
7342,642,-2216,832,15256,-377,24,1721
7346,642,-2132,588,15352,-371,-45,1756
7349,640,-2140,716,15416,-373,-61,1752
7353,642,-2168,636,15500,-371,-63,1730
7356,642,-2160,664,15324,-368,-58,1758
7360,642,-2136,680,15300,-370,-100,1763
7364,645,-2176,696,15324,-379,-107,1762
7367,645,-2012,628,15384,-394,-117,1740
7371,645,-2032,584,15376,-349,-115,1775
7374,645,-2148,412,15332,-329,-122,1767
7378,647,-1988,692,15576,-400,-119,1812
7383,645,-1940,720,15396,-437,-60,1848
7386,645,-1996,580,15260,-409,-32,1871
7390,645,-1720,488,15264,-390,3,1946
7393,645,-1912,472,15280,-355,136,1848
7397,645,-2304,648,15352,-360,221,1742
7400,645,-2416,608,15260,-360,130,1723
7404,645,-2484,612,15344,-367,65,1714
7408,645,-2420,572,15420,-360,41,1680
7411,642,-2184,672,15332,-332,37,1663
7415,640,-2160,652,15396,-349,29,1646
7418,640,-2140,680,15548,-347,36,1630
7422,642,-2256,708,15400,-347,91,1606
7426,642,-2256,600,15344,-371,50,1627
7430,642,-2272,560,15452,-352,24,1631
7434,642,-2344,780,15388,-362,54,1601
7437,640,-2304,620,15228,-382,46,1528
7441,642,-2292,760,15216,-338,19,1468
7444,642,-2380,696,15296,-356,-4,1438
7448,642,-2392,536,15496,-364,12,1375
7451,642,-2168,672,15264,-351,51,1296
7455,642,-2216,524,15456,-351,124,1232
7458,642,-2140,720,15432,-372,136,1191
7462,645,-2312,556,15312,-350,163,1146
7467,645,-2112,640,15368,-349,139,1109
7470,645,-2284,588,15204,-340,128,1119
7474,645,-2208,668,15352,-340,100,1098
7478,645,-2036,728,15368,-341,80,1087
7481,645,-1916,692,15268,-361,120,1126
7485,645,-1780,708,15368,-343,181,1151
7488,645,-1824,572,15556,-377,235,1185
7492,645,-1888,640,15296,-350,283,1211
7495,647,-2120,712,15360,-365,262,1267
7499,645,-2120,692,15556,-374,254,1290
7503,645,-1960,672,15328,-363,250,1309
7506,645,-1992,620,15336,-373,267,1338
7511,640,-2032,552,15516,-350,254,1354
7515,640,-2136,596,15564,-354,218,1394
7518,640,-2032,568,15436,-364,225,1437
7522,642,-2012,768,15480,-338,236,1443
7525,642,-2104,524,15252,-350,212,1464
7529,642,-2244,564,15428,-369,180,1528
7533,642,-2116,616,15384,-347,153,1513
7536,642,-2036,600,15524,-334,204,1496
7540,642,-2084,672,15380,-339,235,1473
7543,642,-2056,752,15276,-347,215,1548
7547,642,-2200,640,15440,-368,246,1518
7552,642,-2136,740,15412,-367,283,1470
7555,642,-2228,552,15328,-348,283,1446
7559,642,-2100,604,15328,-374,295,1407
7562,645,-2184,604,15340,-351,348,1391
7566,645,-2052,724,15268,-339,418,1342
7570,645,-2252,560,15392,-340,489,1253
7573,645,-2248,600,15332,-325,481,1192
7577,645,-2324,628,15348,-330,495,1166
7580,645,-2232,560,15168,-328,522,1107
7584,645,-2384,604,15284,-329,508,1057
7588,645,-2356,632,15392,-313,486,991
7591,645,-2400,648,15216,-321,454,969
7596,647,-2272,564,15236,-306,481,911
7599,645,-2356,592,15188,-307,481,835
7603,645,-2252,576,15412,-297,448,799
7606,645,-2340,600,15372,-277,477,765
7610,645,-2260,688,15156,-295,461,756
7614,645,-2216,692,15392,-289,467,694
7617,645,-2272,532,15460,-310,478,708
7621,645,-2212,540,15420,-293,470,667
7624,645,-2216,584,15428,-305,452,624
7628,645,-2148,612,15328,-294,460,617
7631,645,-2100,540,15356,-279,477,601
7635,645,-2280,644,15284,-285,488,592
7640,645,-2264,564,15240,-285,481,552
7643,645,-2172,640,15344,-282,495,567
7647,645,-2256,644,15340,-275,518,501
7650,645,-2132,500,15320,-295,499,480
7654,645,-2296,544,15212,-251,531,423
7657,645,-2252,752,15556,-284,511,423
7661,642,-2112,696,15480,-348,537,416
7664,640,-1992,564,15232,-307,610,401
7668,642,-2020,416,15292,-265,659,398
7672,642,-2096,532,15332,-229,684,390
7675,642,-1988,632,15356,-235,713,443
7680,642,-2072,652,15324,-259,722,483
7683,642,-1980,560,15352,-282,790,489
7687,642,-2176,736,15328,-252,836,450
7690,642,-2276,512,15380,-240,890,414
7694,642,-2280,644,15428,-239,843,329
7697,642,-2400,652,15328,-207,828,286
7701,642,-2576,668,15228,-241,772,257
7705,642,-2512,632,15168,-237,731,230
7708,645,-2492,640,15304,-248,647,199
7712,647,-2508,752,15284,-225,608,193
7715,645,-2552,576,15312,-248,552,185
7719,645,-2320,684,15260,-176,577,159
7723,645,-2144,676,15316,-252,526,173
7727,645,-2244,700,15324,-252,538,219
7731,645,-2188,600,15164,-237,481,245
7734,645,-2316,552,15328,-226,431,266
7738,645,-2268,624,15288,-218,428,288
7741,645,-2248,564,15456,-232,423,271
7745,645,-2288,616,15416,-222,448,266
7748,645,-2392,584,15292,-244,430,297
7752,645,-2360,572,15260,-235,378,336
7755,645,-2124,628,15344,-227,321,399
7759,647,-2172,628,15396,-246,380,459
7763,642,-2168,568,15228,-205,445,417
7767,642,-2316,628,15336,-204,409,371
7771,645,-2620,664,15312,-204,375,331
7774,642,-2764,712,15368,-196,255,287
7778,645,-2676,624,15392,-208,189,242
7781,642,-2440,720,15232,-227,127,237
7785,642,-2316,636,15304,-203,125,201
7789,642,-2264,596,15300,-221,153,154
7792,642,-2440,592,15380,-185,120,112
7796,642,-2444,612,15292,-199,99,110
7799,642,-2328,656,15412,-202,71,115
7803,645,-2188,624,15472,-198,84,85
7806,642,-2160,588,15296,-232,111,117
7811,642,-2152,608,15420,-206,112,161
7814,645,-2028,720,15316,-202,139,194
7818,642,-2088,684,15320,-221,175,251
7821,645,-2204,616,15468,-225,206,278
7825,642,-2408,560,15312,-211,179,297
7828,645,-2220,644,15300,-233,107,366
7832,645,-2132,608,15308,-238,111,466
7836,645,-2000,584,15384,-269,125,517
7839,642,-2016,636,15420,-269,122,568
7843,645,-2144,700,15484,-261,157,607
7846,642,-2036,740,15384,-265,77,701
7851,645,-2240,804,15360,-272,41,787
7854,645,-2200,572,15304,-294,-23,832
7858,645,-2160,588,15288,-291,-28,871
7861,645,-2100,688,15444,-267,-66,888
7865,642,-2072,672,15304,-297,-28,910
7868,642,-2100,620,15284,-297,-23,968
7872,645,-2116,668,15344,-290,-35,1004
7875,645,-2128,512,15352,-308,-55,1040
7879,645,-2020,632,15456,-293,-64,1085
7883,645,-1932,624,15356,-309,-65,1173
7886,645,-1832,620,15324,-311,-47,1256
7890,645,-2016,740,15460,-331,-7,1327
7894,645,-1984,568,15416,-341,64,1367
7898,645,-2024,740,15204,-364,77,1380
7901,645,-1952,684,15244,-351,81,1440
7905,645,-2112,620,15548,-352,109,1441
7909,642,-2288,712,15200,-359,105,1529
7912,645,-2228,632,15424,-362,30,1541
7916,647,-2188,588,15228,-396,8,1576
7919,642,-2184,680,15272,-383,40,1592
7923,645,-2108,668,15408,-379,63,1541
7926,645,-2324,656,15320,-370,86,1534
7930,642,-2332,700,15312,-389,2,1492
7933,642,-2172,580,15372,-379,-42,1472
7938,642,-2156,676,15440,-379,-1,1469
7942,645,-2096,620,15316,-366,12,1443
7945,645,-2204,588,15428,-350,63,1407
7949,645,-2120,728,15428,-351,46,1364
7952,645,-2008,636,15368,-370,143,1342
7956,645,-2216,744,15312,-380,134,1313
7959,645,-2160,624,15432,-341,168,1345
7963,645,-2236,644,15264,-351,176,1292
7967,645,-2312,716,15376,-348,183,1291
7970,642,-2232,716,15368,-353,183,1241
7974,645,-2192,580,15380,-345,172,1255
7977,645,-2324,568,15244,-357,234,1179
7982,645,-2336,668,15276,-354,176,1170
7986,645,-2488,528,15400,-338,152,1138
7989,645,-2496,668,15360,-344,166,1074
7993,645,-2528,724,15344,-338,137,992
7996,645,-2356,704,15548,-335,73,968
8000,645,-2316,556,15444,-320,67,951
8003,645,-2348,632,15364,-341,58,929
8007,645,-2060,632,15532,-334,65,899
8011,645,-2060,556,15556,-351,112,887
8014,647,-2072,660,15240,-317,108,891
8018,642,-2036,620,15172,-305,103,930
8022,645,-2092,748,15360,-314,79,1007
8026,645,-1892,592,15292,-344,95,1051
8029,645,-1904,736,15344,-339,135,1099
8033,645,-1964,784,15332,-376,200,1077
8037,645,-2032,704,15388,-332,203,1134
8040,645,-1972,776,15460,-359,179,1210
8044,645,-1848,824,15452,-369,169,1270
8047,645,-2096,652,15248,-386,192,1309
8051,645,-2148,492,15384,-370,218,1250
8055,645,-2132,608,15388,-358,152,1301
8058,645,-2144,788,15372,-343,111,1382
8062,645,-2076,616,15356,-354,111,1452
8066,645,-2000,820,15480,-386,110,1477
8070,645,-2132,620,15296,-379,126,1457
8074,645,-2240,664,15412,-383,103,1463
8077,645,-2228,596,15276,-385,77,1504
8081,642,-1964,636,15316,-357,84,1528
8084,642,-1888,576,15412,-383,155,1500
8088,645,-1944,748,15376,-362,200,1511
8091,645,-1960,596,15220,-382,229,1542
8095,645,-1912,620,15428,-398,245,1580
8099,645,-1960,520,15416,-402,315,1569
8102,645,-1944,636,15436,-396,331,1533
8107,645,-2108,532,15272,-385,358,1537
8111,645,-2192,680,15288,-374,381,1526
8114,645,-2140,636,15288,-404,416,1450
8118,645,-2108,624,15196,-378,429,1404
8121,645,-2340,736,15348,-375,384,1427
8125,645,-2308,568,15256,-357,391,1355
8129,645,-2360,676,15188,-349,420,1300
8132,645,-2340,596,15392,-350,410,1235
8136,645,-2280,704,15308,-339,404,1204
8139,645,-2492,664,15372,-365,406,1152
8143,645,-2360,652,15300,-335,427,1032
8147,645,-2448,412,15224,-301,521,923
8151,642,-2228,612,15208,-286,540,814
8155,640,-2228,664,15384,-289,610,758
8158,642,-2192,708,15440,-346,644,668
8162,642,-2264,648,15200,-321,705,627
8165,642,-2168,532,15288,-320,715,592
8169,642,-2088,728,15212,-320,801,555
8172,642,-2268,648,15236,-319,818,504
8176,642,-2176,660,15368,-332,845,505
8180,642,-2260,712,15420,-321,867,485
8183,642,-2112,552,15400,-326,910,471
8187,642,-2388,820,15296,-337,907,429
8190,642,-2440,664,15268,-329,837,411
8195,642,-2388,656,15384,-314,755,435
8198,642,-2244,668,15480,-317,674,501
8202,642,-2196,656,15296,-316,685,491
8206,647,-2132,668,15448,-320,684,539
8209,647,-2172,564,15392,-339,731,555
8213,647,-2100,612,15316,-304,748,562
8216,645,-2356,612,15392,-296,719,598
8220,645,-2228,600,15352,-318,677,627
8223,645,-2336,616,15368,-303,681,632
8227,645,-2256,588,15316,-323,655,637
8230,645,-2260,404,15388,-325,610,690
8235,645,-2328,568,15416,-312,605,701
8239,645,-2408,536,15260,-305,576,688
8242,645,-2524,644,15136,-298,518,669
8246,647,-2420,656,15388,-297,488,663
8249,645,-2504,704,15340,-321,485,659
8253,642,-2416,484,15320,-308,472,622
8256,640,-2476,548,15268,-285,448,594
8260,642,-2396,568,15328,-297,408,580
8263,642,-2340,612,15296,-295,351,557
8267,642,-2476,580,15352,-302,386,534
8271,642,-2348,664,15412,-293,378,502
8274,642,-2344,644,15244,-260,385,481
8279,645,-2520,596,15436,-283,365,463
8282,642,-2456,568,15312,-271,391,433
8286,642,-2468,596,15328,-233,381,411
8289,642,-2500,432,15372,-256,335,408
8293,642,-2396,584,15440,-243,336,386
8297,642,-2456,596,15224,-249,277,382
8300,642,-2448,596,15192,-235,219,366
8304,645,-2360,668,15352,-217,183,380
8307,645,-2356,696,15252,-233,186,381
8311,645,-2304,660,15308,-273,170,374
8314,645,-2284,604,15280,-232,177,387
8318,642,-2356,524,15396,-253,201,367
8322,642,-2356,560,15264,-202,222,393
8326,642,-2372,644,15412,-255,216,358
8330,642,-2368,684,15288,-237,157,357
8333,642,-2336,632,15252,-230,145,355
8337,642,-2252,640,15352,-223,150,348
8340,642,-2312,636,15280,-214,155,370
8344,642,-2180,700,15408,-234,155,396
8347,645,-2188,688,15324,-239,148,448
8351,645,-2124,748,15324,-271,171,466
8354,642,-2268,660,15316,-236,162,494
8358,642,-2228,704,15332,-249,114,534
8363,645,-2080,780,15328,-258,123,602
8366,642,-2060,644,15392,-281,141,638
8370,645,-2104,636,15296,-282,149,642
8373,645,-2224,656,15400,-295,144,698
8377,642,-2224,716,15332,-282,156,717
8380,642,-2168,768,15392,-283,120,764
8384,645,-2280,612,15404,-308,79,826
8387,645,-2128,628,15252,-310,91,908
8391,645,-2076,788,15568,-328,91,993
8394,645,-1968,784,15428,-333,126,1143
8398,645,-2088,576,15388,-350,138,1141
8402,640,-2096,740,15400,-352,161,1200
8406,640,-2076,784,15276,-361,113,1288
8410,645,-2248,728,15364,-396,65,1385
8413,645,-2108,696,15404,-378,81,1420
8417,645,-2108,560,15396,-382,97,1454
8421,645,-2256,504,15372,-324,100,1487
8424,645,-2332,596,15300,-339,88,1511
8428,645,-2432,564,15384,-363,92,1519
8431,645,-2196,584,15116,-341,91,1498
8435,645,-2160,512,15348,-328,92,1514
8438,645,-2156,540,15404,-360,74,1566
8442,645,-2212,612,15480,-343,128,1539
8446,645,-2240,644,15376,-354,161,1541
8450,642,-2136,624,15332,-378,113,1588
8454,645,-2156,616,15288,-362,117,1622
8457,645,-2164,640,15388,-406,121,1636
8461,645,-2140,640,15412,-363,146,1625
8465,645,-2328,588,15148,-371,103,1644
8468,645,-2352,700,15260,-371,49,1688
8472,645,-2212,716,15288,-390,-10,1655
8475,645,-2220,612,15264,-349,-21,1682
8479,645,-2048,712,15272,-368,17,1715
8482,645,-1892,752,15332,-410,-7,1823
8486,645,-2048,756,15272,-402,31,1846
8491,642,-2196,716,15284,-412,43,1860
8494,640,-1968,644,15404,-403,2,1898
8498,645,-2060,624,15320,-458,25,1975
8501,642,-1920,528,15236,-406,78,1962
8505,642,-2128,620,15328,-395,113,1949
8508,642,-2316,648,15332,-423,131,1888
8512,645,-2260,732,15348,-394,119,1866
8516,645,-2420,628,15336,-404,135,1807
8519,645,-2308,736,15388,-412,144,1748
8523,645,-2364,576,15404,-385,128,1726
8526,645,-2360,672,15364,-409,73,1693
8530,642,-2204,636,15384,-390,122,1647
8535,642,-2164,760,15304,-378,154,1608
8538,645,-2152,796,15472,-395,175,1609
8542,645,-2092,724,15428,-412,201,1590
8545,645,-2268,724,15256,-403,240,1568
8549,645,-2220,528,15208,-383,282,1504
8553,642,-2284,564,15244,-381,353,1459
8556,642,-2284,600,15436,-385,380,1368
8560,645,-2292,596,15408,-369,379,1359
8563,645,-2364,576,15280,-375,432,1308
8567,645,-2356,536,15344,-373,410,1245
8571,645,-2364,552,15292,-379,492,1170
8574,645,-2548,516,15228,-307,495,1084
8579,645,-2476,524,15240,-343,473,1046
8582,645,-2544,532,15316,-342,426,1001
8586,642,-2488,468,15368,-335,426,933
8590,645,-2456,616,15384,-329,425,904
8593,645,-2556,528,15304,-290,376,886
8597,645,-2496,652,15464,-318,350,898
8600,645,-2420,692,15328,-293,297,868
8604,642,-2340,656,15304,-318,314,863
8607,642,-2364,496,15296,-303,313,825
8611,645,-2304,600,15320,-281,285,874
8614,645,-2280,552,15280,-308,271,858
8619,645,-2200,740,15444,-290,279,866
8623,642,-2272,628,15508,-304,322,831
8626,645,-2296,608,15320,-294,301,802
8630,645,-2344,564,15232,-260,268,818
8633,645,-2316,644,15440,-296,278,838
8637,645,-2276,708,15428,-291,312,806
8640,645,-2312,572,15288,-295,289,747
8644,645,-2340,492,15420,-286,304,760
8648,645,-2204,648,15292,-264,292,738
8651,645,-2212,632,15472,-294,299,744
8655,645,-2204,560,15324,-295,322,767
8658,645,-2280,632,15292,-282,291,783
8663,645,-2160,660,15216,-269,298,820
8666,645,-2164,640,15464,-284,271,758
8670,645,-2000,484,15312,-285,359,723
8673,645,-2084,604,15348,-251,408,654
8677,640,-2112,364,15344,-236,435,527
8681,645,-2204,308,15376,-182,411,376
8684,642,-2000,280,15428,-145,333,92
8688,645,-3040,1368,15460,-135,446,157
8691,645,-2968,728,15288,-205,440,307
8695,645,-2692,524,15424,-252,381,311
8698,645,-2544,568,15440,-209,398,248
8702,645,-2536,600,15380,-221,362,267
8706,645,-2252,596,15304,-242,320,245
8710,645,-2292,668,15412,-221,359,187
8714,645,-2268,608,15348,-185,372,128
8717,645,-2204,472,15356,-199,297,111
8721,645,-2300,496,15376,-159,266,70
8724,645,-2268,704,15192,-178,306,127
8728,645,-2296,716,15424,-198,314,206
8731,645,-2348,692,15436,-222,316,276
8735,645,-2356,652,15252,-212,328,313
8738,645,-2392,636,15360,-217,295,356
8742,645,-2412,600,15244,-211,300,373
8747,640,-2428,716,15368,-205,256,321
8750,637,-2452,704,15416,-203,149,336
